OBJECTID,JDMC,ATM,KTV,三星级酒店,专科医院,世界遗产,中介,中国菜,中学,乒乓球,二手车,五星级酒店,产业园,会展展览,住宅区,便利店,保险,保龄球,信息咨询中心,停车场,健身中心,充电站,免税店,公交站,公共事业,公厕,公司,公园,其他,其他能源站,写字楼,农家乐,农林牧渔,冰雪运动,别墅区,剧场,加气站,加油站,动物医疗,动物园,医药销售,博物馆,口岸,台球,咖啡,商业街,商住两用楼宇,四星级酒店,图书馆,地铁,培训单位,壁球,外国菜,天文馆,宗教,家居建材,家电数码,宿舍,小吃快餐,小学,工业大楼,工厂,市场,幼儿园,广场,广播电视,度假养老,彩票销售,急救中心,成人教育,户外健身场所,投资理财,摄影打印,收费站,文体用品,文化宫,新闻出版,旅馆,景点,服务区,档案馆,棋牌室,植物园,橄榄球,水上运动,水族馆,汽车养护,汽车租赁,汽车维修,汽车配件,汽车销售,洗浴推拿,洗衣,洗车,港口码头,游乐场,游泳,火车,物流,电影院,电讯营业厅,疾病预防,百货商场,社区中心,科技馆,科研单位,篮球,红色旅游,纪念馆,经济型连锁酒店,综合体育馆,综合医院,网吧,网球,美容理发,美术展览,羽毛球,职业技术教育,艺术团体,花鸟鱼虫,茶座,蛋糕甜品店,诊所,购物中心,超市,足球,跆拳道,轮渡,邮局,酒吧,银行,长途汽车,露营地,青旅,飞机,马术&赛马,驾校,高尔夫球,高等教育
195,景泰街道,18,4,2,25,0,69,459,6,0,0,0,7,5,91,209,1,0,1,371,18,16,2,72,1,57,665,6,2208,0,89,0,4,1,0,0,0,1,6,0,86,0,0,3,19,9,9,1,2,10,124,0,32,0,1,125,83,6,147,5,0,6,102,17,7,0,3,24,0,3,0,5,42,2,39,2,0,8,5,0,1,17,0,0,1,0,15,10,43,57,19,42,7,3,0,8,3,0,114,2,19,0,25,5,0,13,1,0,0,3,4,41,10,0,296,1,4,4,1,19,14,111,26,9,24,1,2,0,3,5,27,2,0,0,0,0,12,0,5
196,南源街道,10,2,1,9,0,28,144,1,0,0,0,6,0,22,64,0,0,0,71,8,3,0,18,0,8,186,1,327,0,12,0,0,0,0,0,0,2,3,0,42,0,0,2,3,1,0,0,0,0,33,0,4,0,0,63,29,1,32,3,0,10,51,4,1,0,2,3,0,0,0,0,9,0,10,6,0,2,0,0,0,2,0,0,0,0,8,1,9,2,0,16,5,0,0,1,1,0,26,1,13,0,1,0,0,2,0,0,0,1,0,2,1,0,85,0,0,3,0,6,4,25,5,3,15,1,0,0,3,1,9,0,0,0,0,0,4,0,1
197,松洲街道,9,1,3,4,0,29,328,3,0,0,0,13,0,45,217,0,0,0,162,4,8,2,39,0,21,567,6,1075,0,27,0,4,0,1,1,0,4,3,0,39,0,0,3,8,2,5,1,3,4,63,0,9,0,7,109,48,10,89,4,0,72,320,9,4,0,1,12,0,1,0,2,11,6,13,1,2,17,5,0,0,6,0,0,0,0,17,1,31,39,4,29,5,1,1,1,1,0,129,2,15,1,5,2,0,0,1,0,0,1,2,4,4,0,115,0,0,3,0,7,6,49,12,1,24,2,1,1,2,1,9,1,0,0,0,0,2,0,3
198,永平街道,11,15,2,40,0,79,1165,4,1,17,0,43,0,181,442,4,0,0,406,32,45,1,98,0,34,1125,4,3105,0,97,1,2,0,0,1,0,6,12,0,128,0,0,17,11,13,1,1,4,20,215,0,47,0,6,360,152,5,308,14,0,51,203,46,2,0,3,34,1,2,0,2,55,2,39,2,0,260,1,0,0,41,0,0,0,0,84,20,141,130,114,121,12,8,0,3,8,0,230,6,43,0,19,3,0,5,6,0,1,15,1,18,13,1,424,2,6,3,1,61,13,179,28,6,73,2,5,0,0,20,18,0,0,3,0,0,25,1,4
199,花地街道,5,1,1,2,0,6,59,2,0,0,0,3,0,22,28,1,0,1,58,5,3,0,13,0,22,135,3,1513,0,12,0,1,0,0,0,0,0,0,0,9,0,0,0,2,5,1,0,1,1,22,0,0,0,1,36,8,2,16,2,0,4,21,5,0,0,2,7,0,1,0,0,2,0,4,2,1,3,2,0,0,7,0,0,0,0,1,0,1,2,1,7,1,1,1,1,0,1,17,1,4,0,2,0,0,2,1,0,0,1,1,4,0,0,29,0,0,0,0,4,114,15,2,3,4,1,0,0,0,1,4,0,0,0,0,0,1,0,3
200,冲口街道,10,1,2,15,0,16,299,4,0,0,0,13,0,52,115,1,0,0,178,7,7,0,45,0,19,232,3,649,0,24,2,0,0,0,0,0,3,3,0,42,0,0,0,7,6,0,0,0,13,44,0,27,0,2,124,48,3,85,5,0,10,95,12,2,0,3,16,0,1,0,1,14,0,14,2,1,2,3,0,0,8,0,0,0,0,12,3,16,5,7,11,1,1,0,2,2,0,49,0,15,2,8,1,0,5,3,0,0,1,4,22,4,0,94,1,0,2,0,11,3,69,6,1,15,0,2,0,1,3,17,0,0,0,0,0,8,0,1
201,石井街道,18,15,1,30,0,33,1501,9,0,13,1,195,1,80,1063,5,0,1,488,4,31,3,182,1,67,1917,19,4785,1,60,4,4,0,1,3,1,8,2,0,202,0,0,8,11,13,5,2,2,19,115,0,21,0,64,597,272,11,444,16,0,217,261,36,10,0,9,64,2,0,0,0,57,13,78,6,0,175,21,0,0,21,0,0,1,1,55,4,150,110,51,78,5,4,6,15,2,1,1235,2,73,1,31,9,1,1,7,0,2,10,1,25,19,0,462,1,4,7,0,26,9,174,49,2,173,1,3,0,8,7,22,0,0,2,0,0,51,0,5
202,金沙街道,9,1,1,9,0,52,379,8,3,0,0,7,2,70,132,0,0,0,154,21,15,1,71,0,21,256,4,995,0,26,6,1,0,3,0,0,3,6,0,65,0,0,6,13,4,3,0,2,9,170,0,26,0,10,101,50,1,91,9,0,9,86,25,3,0,1,19,0,0,0,3,20,3,23,4,0,26,1,1,0,9,0,0,1,0,11,3,12,5,7,28,5,3,1,6,4,0,71,2,28,0,12,1,0,2,3,0,1,1,1,9,2,1,185,0,1,0,2,14,9,65,9,1,44,2,2,0,3,6,10,0,0,2,0,0,11,0,1
203,钟落潭镇,18,4,2,22,0,42,1022,9,2,6,0,44,2,41,511,8,0,0,117,7,22,0,245,8,47,1881,15,2500,0,16,21,85,1,0,0,0,12,2,1,129,0,0,4,9,2,0,1,1,14,98,0,28,0,35,831,142,11,261,17,0,238,230,52,24,1,11,21,0,4,0,0,26,17,36,4,0,95,20,0,0,9,0,0,1,1,73,7,102,88,60,60,3,7,1,6,2,0,156,3,41,1,9,2,0,12,6,1,1,5,4,17,8,1,236,1,3,7,0,24,10,155,50,2,97,5,2,0,3,9,21,0,2,0,0,1,55,1,15
204,黄石街道,11,2,3,20,0,41,817,5,0,7,0,115,3,70,345,0,0,1,280,15,36,0,52,0,15,942,7,1800,0,85,1,3,0,0,0,0,3,7,0,89,2,0,10,10,4,4,0,0,5,95,0,22,0,3,260,100,6,282,8,1,52,120,18,4,0,1,35,0,2,0,4,45,0,27,7,0,115,4,0,0,11,0,0,0,0,22,12,57,26,36,56,7,6,0,1,0,0,258,2,28,0,7,2,0,3,4,0,1,10,0,6,14,1,294,2,0,6,0,19,7,112,17,2,51,0,2,0,5,2,9,0,0,3,0,0,14,0,22
205,农林街道,3,1,3,35,0,10,49,2,0,0,0,0,2,31,21,0,0,0,106,3,0,0,12,0,10,79,0,242,0,27,0,0,1,0,1,0,0,0,0,31,2,0,0,7,1,1,1,0,4,20,0,7,0,0,13,6,17,10,1,0,1,15,3,2,0,1,5,0,3,0,0,6,0,6,1,3,1,3,0,0,1,0,0,0,0,0,1,0,0,0,6,1,0,0,0,1,0,12,0,4,0,4,0,0,23,1,1,1,1,1,33,0,0,25,0,0,3,1,4,0,4,4,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,17
206,三元里街道,37,6,15,34,0,73,946,1,2,0,0,10,4,143,360,4,0,0,591,21,26,1,80,0,27,765,2,2555,1,105,0,0,0,0,0,0,7,15,0,104,2,0,7,23,15,13,10,3,10,121,0,69,0,16,236,99,14,242,9,0,12,155,29,5,0,2,43,2,1,0,4,41,9,26,5,0,65,6,0,0,22,0,0,0,0,42,17,69,180,55,77,18,5,0,6,8,0,272,2,31,2,27,4,0,8,3,0,5,8,0,21,7,0,340,3,3,7,0,29,12,113,31,1,52,1,1,0,9,36,36,0,0,2,0,0,27,1,6
207,梯面镇,1,0,0,0,0,1,46,1,0,0,0,0,0,0,15,0,0,0,12,0,4,0,8,0,3,21,3,124,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,5,3,0,3,6,0,1,10,2,0,1,5,0,0,0,0,0,1,4,0,1,0,1,10,0,0,0,1,0,0,0,4,0,1,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0
208,炭步镇,3,1,0,5,0,4,133,4,0,0,0,10,3,17,107,0,0,0,21,0,5,0,49,0,21,401,3,467,0,1,7,67,0,0,0,0,7,0,0,26,0,0,0,1,0,0,0,0,0,10,0,1,0,18,109,29,1,29,5,0,63,30,8,0,0,0,2,0,1,0,0,1,0,4,0,0,3,5,4,0,2,0,0,0,1,9,1,32,13,3,8,3,2,3,1,0,0,22,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0,0,2,0,25,3,20,18,0,7,0,0,0,2,0,6,0,0,0,0,1,6,0,0
209,狮岭镇,33,12,4,78,0,100,1986,11,3,46,1,49,1,194,1397,7,1,1,494,26,47,2,180,1,38,2652,17,7232,0,66,35,44,3,7,3,1,8,9,0,285,2,0,23,16,15,5,5,2,0,249,1,39,0,35,1849,308,3,405,27,0,530,367,63,5,0,10,39,0,1,0,4,88,6,80,18,0,601,23,0,0,12,0,0,4,2,124,16,207,66,201,151,12,17,0,8,9,2,312,4,72,3,33,7,0,10,12,0,0,19,4,12,32,3,583,1,0,4,0,73,16,216,65,4,209,5,5,0,9,21,26,2,4,3,0,0,57,4,12
210,花东镇,14,7,3,10,0,35,667,9,0,5,4,49,4,60,338,3,0,12,155,4,25,7,111,1,110,859,6,1776,0,26,11,59,0,1,2,0,10,5,0,85,0,0,4,7,3,0,1,1,1,58,0,18,0,15,334,77,6,171,22,0,69,117,25,2,0,3,13,0,0,0,0,20,24,16,4,0,56,18,0,0,6,0,0,1,0,50,3,87,447,28,29,2,8,2,2,4,1,292,0,19,2,5,2,0,4,2,2,3,4,0,10,5,0,153,0,0,0,0,18,5,68,39,1,54,0,4,0,10,6,12,0,1,0,14,0,11,1,2
211,花山镇,10,3,4,17,0,18,570,10,1,8,0,42,1,53,332,3,0,1,126,3,18,1,120,1,18,1078,9,1432,0,20,17,36,0,1,3,0,7,3,1,88,2,0,7,3,3,0,1,1,0,53,0,10,0,12,462,93,3,123,16,0,136,111,24,2,2,8,19,1,0,0,0,16,10,18,6,0,48,5,1,0,1,0,0,0,0,34,3,87,51,34,33,2,6,0,5,1,2,124,0,24,1,9,3,0,0,3,1,0,1,0,6,5,0,142,0,2,9,0,12,6,69,45,0,48,1,4,0,5,2,9,0,3,0,0,0,10,0,3
212,赤坭镇,4,0,0,3,0,6,133,2,0,1,0,4,0,29,100,0,0,1,23,1,5,0,82,1,18,236,2,405,0,1,12,64,0,8,0,0,4,2,0,14,0,0,0,1,5,0,0,0,0,13,0,2,0,8,96,20,4,39,17,0,27,24,3,1,0,4,2,0,0,0,0,7,10,7,5,1,17,9,0,0,1,0,0,0,0,9,1,23,21,2,1,1,0,0,0,0,0,17,0,7,0,2,1,0,0,1,0,1,1,0,5,2,0,29,0,0,1,0,24,3,26,12,0,5,0,0,0,1,0,8,2,0,0,0,2,5,1,5
213,站前街道,5,0,0,8,0,17,129,3,0,0,0,1,2,25,42,1,0,0,73,7,2,0,19,1,6,92,0,606,0,22,0,0,0,0,0,0,1,0,0,20,0,0,2,7,1,5,0,1,5,41,0,16,0,0,49,26,1,45,3,0,1,42,3,0,0,3,6,0,1,0,1,6,0,15,0,0,2,0,0,0,7,0,0,0,0,2,1,1,0,17,6,2,0,0,0,1,0,37,1,13,0,6,1,0,2,0,0,0,1,1,3,1,0,54,0,0,0,0,8,1,46,1,0,5,0,0,0,1,1,7,0,0,1,0,0,2,0,0
214,茶滘街道,4,4,0,6,0,15,152,0,0,1,1,6,0,36,60,0,0,0,85,4,15,1,25,0,8,178,0,690,0,6,3,7,0,0,0,0,0,0,0,31,0,0,3,2,1,0,0,1,0,23,0,4,0,6,81,20,3,26,1,0,12,42,6,4,0,1,7,0,0,0,1,5,0,3,3,0,5,3,0,0,10,0,0,0,0,14,0,11,8,1,10,0,1,0,1,0,0,50,0,12,0,2,0,0,2,0,0,0,2,0,0,5,0,51,0,1,0,0,17,20,23,10,0,12,1,0,0,2,1,5,0,0,0,0,0,1,0,0
215,白鹤洞街道,9,1,0,15,0,72,230,9,0,0,0,17,0,58,112,1,0,0,125,17,13,0,25,0,13,244,3,691,1,17,0,0,0,0,0,3,3,6,0,54,0,0,1,9,1,2,0,0,11,92,0,7,0,5,97,31,3,78,6,1,6,63,10,3,0,4,11,0,0,0,3,15,0,7,1,0,10,2,0,1,14,0,0,0,0,11,5,18,6,14,20,11,2,0,2,1,0,51,2,23,1,3,0,0,0,2,0,0,2,4,14,1,0,145,0,3,1,0,15,6,74,8,1,23,1,4,0,3,4,17,1,0,0,0,0,7,0,1
216,石围塘街道,5,2,0,8,0,29,297,2,0,0,0,2,0,83,152,4,0,1,193,8,19,1,33,2,16,238,0,1159,0,18,0,24,0,0,1,2,4,3,0,52,1,0,2,6,4,3,0,2,5,36,0,8,0,3,121,43,5,71,8,0,22,155,19,3,0,2,18,0,0,0,1,7,0,11,1,0,25,3,0,2,14,0,0,0,0,12,10,20,9,5,26,4,1,0,1,1,0,77,1,25,1,5,0,0,4,2,0,0,3,1,15,5,0,106,1,1,2,0,130,64,53,10,1,24,0,1,0,4,2,7,1,1,0,0,0,7,0,1
217,东山街道,29,2,8,23,0,44,228,5,1,0,1,2,8,154,114,0,0,0,291,24,7,2,44,0,26,270,3,1051,0,57,0,0,0,0,3,0,1,4,0,72,3,0,0,57,5,22,0,2,12,142,0,16,0,2,93,153,3,51,6,0,2,100,14,2,0,4,25,0,3,0,3,23,0,21,12,5,10,12,0,0,10,0,0,0,0,9,1,6,1,0,13,7,2,0,1,8,0,33,0,23,1,8,2,1,13,1,0,8,4,1,47,4,0,131,5,0,0,3,13,8,60,21,1,10,2,1,0,7,12,41,0,0,0,0,0,2,0,6
218,光塔街道,12,0,2,27,0,49,341,4,1,0,0,1,0,67,108,4,0,0,136,13,3,2,12,0,20,162,0,914,0,23,0,1,0,0,0,0,0,6,0,52,0,0,3,21,0,19,0,0,5,71,0,21,0,6,130,86,4,85,7,0,1,92,14,4,0,4,19,0,2,0,4,11,0,8,4,0,2,1,0,0,17,0,0,0,0,1,1,0,0,0,30,5,0,0,1,2,0,35,0,7,0,4,1,0,7,0,0,1,4,2,5,2,0,96,0,1,7,0,10,9,102,10,0,18,0,1,0,1,7,17,0,0,2,0,0,1,0,1
219,六榕街道,22,0,4,8,0,28,145,5,0,0,0,4,2,60,76,1,0,0,204,6,2,0,24,0,17,195,5,596,0,32,0,0,0,0,2,0,1,0,0,25,0,0,0,9,2,6,0,2,3,29,0,10,0,9,94,13,3,21,2,0,0,33,9,4,1,2,9,0,1,0,0,11,0,7,3,1,6,5,0,0,13,0,0,0,0,5,3,9,1,0,12,5,0,0,0,3,1,65,0,15,0,5,1,0,14,1,0,1,1,2,11,0,0,67,3,1,5,2,12,3,41,12,1,10,0,0,0,3,1,19,0,0,0,0,0,0,0,8
220,北京街道,13,0,4,9,0,19,141,6,1,0,0,0,0,59,71,6,0,0,136,10,5,0,26,0,11,252,3,600,0,37,0,1,0,0,0,0,0,0,0,18,0,0,0,15,3,1,5,1,13,40,0,8,0,4,52,131,7,29,6,0,4,35,9,3,0,1,11,0,0,0,4,12,0,6,2,2,1,4,0,0,6,0,0,0,0,3,2,0,0,0,6,4,0,0,0,3,0,12,0,4,0,2,0,0,9,0,1,2,2,1,21,1,0,44,0,1,1,0,5,6,39,9,1,10,0,0,0,2,4,20,0,0,1,0,0,0,0,0
221,华乐街道,26,2,2,17,0,36,174,2,0,0,3,2,2,58,73,2,0,2,184,13,6,2,20,1,27,202,1,795,0,29,0,0,0,0,1,0,1,4,0,39,4,0,3,26,2,11,0,0,3,59,0,27,0,0,43,35,5,43,1,0,1,59,7,2,9,2,10,0,1,0,3,8,0,17,3,1,5,0,0,1,5,0,0,0,0,4,3,3,2,2,18,5,0,0,1,3,0,30,1,7,4,6,0,0,10,0,0,0,2,1,10,3,2,90,0,0,0,0,13,9,51,9,6,10,4,0,0,6,12,33,0,0,0,0,0,1,0,0
222,大东街道,16,0,0,17,0,33,173,3,1,0,0,0,5,80,72,2,0,3,119,8,1,1,14,0,79,103,1,890,0,24,0,0,0,0,0,0,0,9,0,47,3,0,1,27,1,4,0,6,4,68,0,14,0,1,47,86,3,43,6,0,1,45,5,3,0,0,7,0,1,0,1,15,0,29,1,2,6,1,0,0,7,0,0,0,0,1,4,0,1,4,16,4,0,0,3,1,0,18,2,12,4,9,2,0,6,1,3,5,2,5,13,1,0,113,1,0,3,0,19,4,74,9,2,9,0,1,0,5,6,17,0,0,0,0,0,0,0,4
223,洪桥街道,6,0,2,5,0,23,73,3,1,0,5,2,15,31,39,2,0,0,100,3,2,1,16,0,67,80,2,418,0,20,0,0,0,0,2,0,0,0,0,13,4,0,0,5,0,1,0,1,7,14,0,5,0,2,14,4,3,18,0,0,2,12,0,6,1,1,4,0,0,0,0,7,0,20,0,1,1,8,0,0,2,2,0,0,0,0,2,1,0,1,4,3,0,0,6,0,2,8,0,2,0,2,0,2,6,1,0,3,2,1,0,2,0,29,0,0,0,0,8,2,8,4,1,4,1,0,0,1,0,6,0,0,0,0,0,0,0,1
224,黄花岗街道,14,4,4,12,0,50,234,3,2,0,1,11,2,68,110,2,0,1,269,10,21,0,32,2,37,374,1,1055,0,51,0,0,0,0,1,0,0,5,21,56,0,0,1,28,2,15,8,4,5,84,0,31,0,0,68,31,16,73,5,0,4,88,11,2,0,10,14,0,2,0,4,14,0,16,5,2,9,1,0,0,6,0,0,0,4,56,0,5,94,2,32,7,10,0,17,0,0,46,1,7,0,3,4,1,21,1,0,2,5,0,7,0,2,125,1,2,2,0,25,7,51,8,0,11,1,0,0,6,5,23,0,0,0,0,0,0,0,3
225,流花街道,19,0,6,4,0,11,191,2,0,0,0,0,2,39,104,0,0,0,139,3,4,0,26,0,27,229,2,2283,0,41,0,0,0,0,0,0,0,0,0,20,0,0,1,9,5,1,2,2,9,4,0,4,0,1,81,25,0,75,6,0,10,26,5,2,0,1,9,0,2,0,0,9,0,12,2,0,30,2,0,0,3,0,0,0,0,1,0,0,1,0,7,3,0,0,0,0,50,123,1,13,1,17,1,0,5,0,0,0,11,0,3,5,0,41,1,0,0,2,7,1,32,3,2,12,0,0,0,4,0,19,1,0,1,0,0,1,0,6
226,黄埔街道,14,2,1,15,0,23,312,4,2,0,0,5,0,51,110,6,0,0,158,13,14,0,41,0,18,277,9,907,0,36,1,0,0,0,1,0,1,3,0,55,0,0,2,5,1,3,0,2,6,116,0,17,0,10,95,69,13,88,5,0,3,91,15,3,0,3,15,0,4,0,1,15,0,22,9,1,9,7,0,0,5,0,0,0,0,10,4,8,7,2,20,3,0,8,3,2,1,44,3,17,1,11,3,0,1,1,0,1,2,1,26,6,0,146,1,0,2,0,16,9,78,9,0,14,0,2,0,2,3,15,0,0,0,0,0,7,0,2
227,湖镇镇,2,4,0,7,0,13,263,3,0,4,0,12,0,17,205,1,0,0,12,0,1,0,61,1,10,263,1,743,0,0,15,54,0,0,0,0,3,0,0,37,0,0,2,0,0,0,0,0,0,33,0,6,0,2,260,71,4,83,14,0,20,76,8,1,1,4,12,0,1,0,0,6,2,10,0,0,43,5,2,0,0,1,0,2,0,38,1,38,22,3,26,2,0,0,1,0,0,34,0,19,0,0,2,0,2,3,0,0,1,1,2,5,0,89,0,0,0,0,5,1,40,30,1,18,0,1,0,1,1,3,0,1,0,0,0,4,0,0
228,梅花村街道,27,1,3,15,0,48,138,4,0,0,0,2,3,70,60,3,0,1,202,17,4,0,17,0,12,300,1,538,0,51,0,0,0,0,0,0,0,3,2,36,0,0,0,7,1,5,2,0,14,106,0,3,0,0,26,9,4,23,4,0,0,42,10,1,0,0,16,0,4,0,5,17,0,8,3,9,2,0,0,1,1,0,0,0,0,4,4,4,0,0,8,4,1,0,0,3,0,16,0,9,0,1,4,0,23,0,0,1,4,0,6,2,0,87,0,1,0,1,9,3,27,8,1,10,0,0,0,2,1,34,0,0,2,0,0,1,0,4
229,登峰街道,1,1,4,7,0,3,69,2,0,0,0,1,1,35,55,1,0,1,95,0,6,1,20,0,24,110,4,380,0,10,0,3,0,1,1,0,2,1,0,13,0,0,0,1,2,0,1,4,1,12,0,0,0,3,22,6,10,23,4,0,0,18,5,3,1,1,4,0,4,0,0,4,0,4,0,0,5,7,0,0,0,0,0,0,0,9,1,13,86,6,5,3,0,1,3,0,0,31,0,2,0,0,0,0,6,1,0,0,1,2,0,2,0,21,1,2,3,2,3,6,10,2,0,3,1,0,0,6,2,1,0,0,0,0,0,3,1,9
230,红山街道,9,0,0,3,0,2,164,3,0,0,0,7,0,25,65,2,0,0,83,5,10,0,26,0,11,199,5,396,0,17,2,1,0,0,0,0,5,1,0,15,0,0,1,0,2,3,0,1,4,24,0,3,0,7,63,24,4,39,3,0,10,25,9,1,0,0,13,0,2,0,1,5,0,4,0,0,13,4,2,0,6,0,0,0,0,10,1,21,18,4,10,1,1,0,0,2,1,59,1,13,0,1,0,0,0,2,0,0,1,0,4,0,0,40,0,0,1,0,3,3,21,11,0,1,1,0,0,2,1,6,0,0,0,0,0,11,0,3
231,白云街道,15,3,4,5,0,33,187,4,2,0,1,2,6,80,100,4,0,0,236,11,6,0,27,0,39,272,7,801,0,42,0,1,0,1,0,0,1,1,0,31,3,0,2,19,1,6,4,1,5,50,1,16,0,1,133,127,3,34,7,0,4,45,11,7,0,1,17,0,3,0,2,10,0,29,5,5,5,6,0,2,17,0,0,0,0,6,1,3,3,5,23,3,1,2,0,2,0,35,0,6,0,4,2,0,8,1,2,4,5,5,6,7,1,57,0,0,2,0,4,13,47,13,1,8,0,0,0,1,8,22,1,0,1,0,0,0,0,3
232,莲花山白盆珠省级自然,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,矿泉街道,5,0,0,6,0,19,342,4,1,0,0,5,0,52,180,0,0,0,135,6,11,0,25,0,3,204,5,721,0,16,0,0,0,0,1,0,0,0,0,65,0,0,7,3,3,3,0,0,1,42,0,10,0,9,80,58,4,97,7,1,11,114,20,2,0,1,20,0,0,0,0,18,0,13,3,1,21,0,0,0,14,0,0,0,1,5,2,15,6,8,26,3,1,0,2,1,0,76,1,16,0,4,1,0,2,2,0,0,2,1,2,3,0,141,0,1,0,0,22,3,50,15,0,25,1,0,0,4,3,9,1,0,1,0,0,7,0,1
234,招商街道,21,0,2,31,0,37,282,0,2,0,2,19,2,124,130,2,0,1,417,27,38,0,64,0,52,516,15,1166,1,99,0,0,0,5,1,0,1,2,0,40,3,0,1,48,10,8,4,2,12,140,0,43,0,2,58,37,11,79,4,1,4,65,22,8,0,2,18,0,4,0,2,24,0,19,0,0,11,7,0,1,3,0,0,1,0,11,3,19,2,21,19,11,3,13,9,6,0,57,3,6,7,11,0,0,3,4,0,0,1,4,11,4,2,120,2,1,1,0,21,11,57,16,4,26,1,3,0,4,19,23,0,0,1,0,1,3,0,0
235,南岗街道,9,5,1,17,0,30,285,3,1,2,0,17,1,42,159,5,0,0,171,8,17,1,63,1,25,472,8,1046,0,27,0,2,0,0,1,1,2,3,0,68,0,0,4,4,8,3,0,3,7,94,0,11,0,15,157,63,2,102,4,0,17,95,15,3,1,2,21,0,1,0,0,8,3,25,3,0,17,7,0,0,11,0,0,0,0,16,4,35,14,29,28,5,6,0,5,2,0,101,2,13,0,9,1,0,4,2,0,0,3,1,13,5,0,163,0,3,2,0,11,1,60,8,4,30,1,2,0,3,4,12,0,0,0,0,0,15,0,0
236,大沙街道,2,0,0,2,0,11,205,2,0,2,0,29,0,19,128,1,0,0,118,0,19,0,44,0,24,351,4,462,0,8,0,2,0,1,0,2,3,0,0,36,0,0,1,2,0,0,0,0,2,16,0,2,0,8,84,28,1,54,1,0,12,28,19,0,0,1,14,0,0,0,0,8,0,9,1,0,12,9,0,0,3,0,0,0,0,15,5,44,27,30,14,0,2,0,0,1,0,105,0,3,0,1,5,0,4,2,1,0,1,2,2,1,2,52,0,2,0,0,5,0,17,12,0,23,2,0,0,1,2,4,0,0,1,0,0,12,0,0
237,东区街道,13,4,0,11,0,49,372,0,2,0,0,74,0,48,158,3,0,0,275,7,27,0,147,0,36,1054,4,1063,0,23,0,5,1,1,0,0,6,5,0,62,0,0,1,4,0,3,0,2,6,109,0,16,0,22,80,49,3,129,9,0,20,88,23,2,1,3,9,0,0,0,2,20,5,14,1,1,43,3,2,0,25,0,0,0,1,17,8,23,9,32,21,10,4,0,3,3,0,182,0,19,0,4,0,0,20,3,0,0,1,0,11,5,0,110,0,1,2,0,10,0,60,8,0,27,3,2,0,4,1,8,0,0,1,0,0,14,1,0
238,夏港街道,8,1,0,3,0,15,148,2,0,0,0,26,2,41,74,1,0,0,156,2,13,0,57,2,20,463,7,369,0,39,0,0,0,0,0,2,5,1,0,18,0,0,2,1,0,3,1,4,3,43,0,1,0,3,21,15,3,40,4,4,12,26,8,3,0,2,4,0,1,0,1,7,0,9,1,0,7,3,0,0,1,0,0,0,0,12,3,11,8,5,5,4,1,4,0,1,0,70,1,9,1,1,1,0,9,1,0,0,1,2,11,3,0,31,0,0,0,1,7,1,13,3,0,8,0,1,0,5,3,7,0,0,0,0,0,2,0,3
239,文冲街道,14,2,1,9,0,18,179,2,0,0,0,3,2,51,86,2,0,1,145,8,9,0,33,1,10,249,4,571,0,17,1,4,0,0,0,1,3,4,0,31,0,0,1,2,2,0,1,10,9,87,0,19,0,9,69,19,2,69,5,0,4,44,13,3,0,0,12,0,1,0,6,8,0,14,3,0,9,3,0,0,8,0,0,1,0,12,3,9,6,5,20,4,0,0,4,3,0,50,0,10,0,4,0,0,3,2,0,0,5,0,5,6,0,84,0,0,0,0,7,8,32,7,0,10,0,0,0,0,9,18,0,0,0,0,0,7,0,1
240,穗东街道,3,1,0,1,0,3,70,2,0,0,0,2,0,21,64,0,0,0,47,0,2,0,17,0,11,142,5,235,0,5,1,5,0,0,1,0,3,0,0,15,2,0,3,0,0,1,0,1,4,5,0,3,0,7,28,13,3,27,2,0,2,8,6,3,0,2,3,0,0,0,0,2,2,3,2,0,17,3,0,0,1,0,0,0,0,2,2,11,6,0,9,2,2,6,0,0,0,25,0,3,0,1,0,0,0,0,0,0,1,1,4,0,0,22,0,0,1,0,1,1,17,1,0,9,0,0,0,0,1,2,0,0,0,0,0,4,0,0
